Year,Location,Gender,Age Group,Measure Type,Value
2022,Chichester,Male,Age 72,Percent,1.1
2022,Chichester,Male,Age 73,Percent,1.3
2022,Chichester,Male,Age 74,Percent,1.3
2022,Chichester,Male,Aged 75-79,Percent,5.9
2022,Chichester,Male,Age 75,Percent,1.5
2022,Chichester,Male,Age 76,Percent,1.2
2022,Chichester,Male,Age 77,Percent,1.1
2022,Chichester,Male,Age 78,Percent,1.1
2022,Chichester,Male,Age 79,Percent,1.0
2022,Chichester,Male,Aged 80-84,Percent,3.7
2022,Chichester,Male,Age 80,Percent,0.9
2022,Chichester,Male,Age 81,Percent,0.7
2022,Chichester,Male,Age 82,Percent,0.8
2022,Chichester,Male,Age 83,Percent,0.7
2022,Chichester,Male,Age 84,Percent,0.6
2022,Chichester,Male,Aged 85+,Percent,3.3
2022,Chichester,Male,Age 85,Percent,0.6
2022,Chichester,Male,Age 86,Percent,0.5
2022,Chichester,Male,Age 87,Percent,0.4
2022,Chichester,Male,Age 88,Percent,0.4
2022,Chichester,Male,Age 89,Percent,0.3
2022,Chichester,Male,Aged 90+,Percent,1.1
2022,Chichester,Female,All Ages,Percent,100.0
2022,Chichester,Female,Aged 0 to 15,Percent,14.6
2022,Chichester,Female,Aged 16+,Percent,85.4
2022,Chichester,Female,Aged 16 to 64,Percent,56.7
2022,Chichester,Female,Aged 16 to 24,Percent,9.5
2022,Chichester,Female,Aged 16 to 17,Percent,1.9
2022,Chichester,Female,Aged 18 to 24,Percent,7.6
2022,Chichester,Female,Aged 18 to 21,Percent,4.7
2022,Chichester,Female,Aged 25 to 49,Percent,25.7
2022,Chichester,Female,Aged 50 to 64,Percent,21.5
2022,Chichester,Female,Aged 65+,Percent,28.7
2022,Chichester,Female,All Ages,Percent,100.0
2022,Chichester,Female,Age 0 - 4,Percent,4.1
2022,Chichester,Female,Age 0,Percent,0.8
2022,Chichester,Female,Age 1,Percent,0.8
2022,Chichester,Female,Age 2,Percent,0.8
2022,Chichester,Female,Age 3,Percent,0.9
2022,Chichester,Female,Age 4,Percent,0.8
2022,Chichester,Female,Aged 5-9,Percent,4.5
2022,Chichester,Female,Age 5,Percent,0.9
2022,Chichester,Female,Age 6,Percent,0.8
2022,Chichester,Female,Age 7,Percent,1.0
2022,Chichester,Female,Age 8,Percent,0.9
2022,Chichester,Female,Age 9,Percent,0.9
2022,Chichester,Female,Aged 10-14,Percent,5.1
2022,Chichester,Female,Age 10,Percent,1.0
2022,Chichester,Female,Age 11,Percent,1.0
2022,Chichester,Female,Age 12,Percent,1.0
2022,Chichester,Female,Age 13,Percent,1.0
2022,Chichester,Female,Age 14,Percent,1.0
2022,Chichester,Female,Aged 15-19,Percent,5.3
2022,Chichester,Female,Age 15,Percent,1.0
2022,Chichester,Female,Age 16,Percent,1.0
2022,Chichester,Female,Age 17,Percent,1.0
2022,Chichester,Female,Age 18,Percent,1.0
2022,Chichester,Female,Age 19,Percent,1.3
2022,Chichester,Female,Aged 20-24,Percent,5.2
2022,Chichester,Female,Age 20,Percent,1.2
2022,Chichester,Female,Age 21,Percent,1.1
2022,Chichester,Female,Age 22,Percent,0.9
2022,Chichester,Female,Age 23,Percent,1.0
2022,Chichester,Female,Age 24,Percent,1.0
2022,Chichester,Female,Aged 25-29,Percent,4.5
2022,Chichester,Female,Age 25,Percent,0.9
2022,Chichester,Female,Age 26,Percent,0.8
2022,Chichester,Female,Age 27,Percent,0.9
2022,Chichester,Female,Age 28,Percent,0.9
2022,Chichester,Female,Age 29,Percent,0.9
2022,Chichester,Female,Aged 30-34,Percent,5.3
2022,Chichester,Female,Age 30,Percent,1.0
2022,Chichester,Female,Age 31,Percent,1.1
2022,Chichester,Female,Age 32,Percent,1.0
2022,Chichester,Female,Age 33,Percent,1.1
2022,Chichester,Female,Age 34,Percent,1.1
2022,Chichester,Female,Aged 35-39,Percent,4.9
2022,Chichester,Female,Age 35,Percent,1.0
2022,Chichester,Female,Age 36,Percent,0.9
2022,Chichester,Female,Age 37,Percent,1.0
2022,Chichester,Female,Age 38,Percent,1.0
2022,Chichester,Female,Age 39,Percent,1.0
2022,Chichester,Female,Aged 40-44,Percent,5.3
2022,Chichester,Female,Age 40,Percent,1.1
2022,Chichester,Female,Age 41,Percent,1.1
2022,Chichester,Female,Age 42,Percent,1.1
2022,Chichester,Female,Age 43,Percent,1.0
2022,Chichester,Female,Age 44,Percent,1.0
2022,Chichester,Female,Aged 45-49,Percent,5.6
2022,Chichester,Female,Age 45,Percent,1.0
2022,Chichester,Female,Age 46,Percent,1.0
2022,Chichester,Female,Age 47,Percent,1.1
2022,Chichester,Female,Age 48,Percent,1.2
2022,Chichester,Female,Age 49,Percent,1.3
2022,Chichester,Female,Aged 50-54,Percent,6.5
2022,Chichester,Female,Age 50,Percent,1.3
2022,Chichester,Female,Age 51,Percent,1.3
2022,Chichester,Female,Age 52,Percent,1.2
2022,Chichester,Female,Age 53,Percent,1.3
2022,Chichester,Female,Age 54,Percent,1.4
2022,Chichester,Female,Aged 55-59,Percent,7.6
2022,Chichester,Female,Age 55,Percent,1.5
2022,Chichester,Female,Age 56,Percent,1.5
2022,Chichester,Female,Age 57,Percent,1.5
2022,Chichester,Female,Age 58,Percent,1.6
2022,Chichester,Female,Age 59,Percent,1.6
2022,Chichester,Female,Aged 60-64,Percent,7.4
2022,Chichester,Female,Age 60,Percent,1.6
2022,Chichester,Female,Age 61,Percent,1.4
2022,Chichester,Female,Age 62,Percent,1.5
2022,Chichester,Female,Age 63,Percent,1.4
2022,Chichester,Female,Age 64,Percent,1.5
2022,Chichester,Female,Aged 65-69,Percent,6.6
2022,Chichester,Female,Age 65,Percent,1.4
2022,Chichester,Female,Age 66,Percent,1.3
2022,Chichester,Female,Age 67,Percent,1.3
2022,Chichester,Female,Age 68,Percent,1.3
2022,Chichester,Female,Age 69,Percent,1.3
2022,Chichester,Female,Aged 70-74,Percent,6.6
2022,Chichester,Female,Age 70,Percent,1.1
2022,Chichester,Female,Age 71,Percent,1.3
2022,Chichester,Female,Age 72,Percent,1.4
2022,Chichester,Female,Age 73,Percent,1.4
2022,Chichester,Female,Age 74,Percent,1.5
2022,Chichester,Female,Aged 75-79,Percent,6.3
2022,Chichester,Female,Age 75,Percent,1.7
2022,Chichester,Female,Age 76,Percent,1.2
2022,Chichester,Female,Age 77,Percent,1.2
2022,Chichester,Female,Age 78,Percent,1.1
2022,Chichester,Female,Age 79,Percent,1.0
2022,Chichester,Female,Aged 80-84,Percent,4.3
2022,Chichester,Female,Age 80,Percent,1.0
2022,Chichester,Female,Age 81,Percent,0.8
2022,Chichester,Female,Age 82,Percent,0.9
2022,Chichester,Female,Age 83,Percent,0.8
2022,Chichester,Female,Age 84,Percent,0.7
2022,Chichester,Female,Aged 85+,Percent,4.9
2022,Chichester,Female,Age 85,Percent,0.7
2022,Chichester,Female,Age 86,Percent,0.6
2022,Chichester,Female,Age 87,Percent,0.6
2022,Chichester,Female,Age 88,Percent,0.6
2022,Chichester,Female,Age 89,Percent,0.5
2022,Chichester,Female,Aged 90+,Percent,2.0
2023,Chichester,Total,All Ages,Percent,100.0
2023,Chichester,Total,Aged 0 to 15,Percent,15.5
2023,Chichester,Total,Aged 16+,Percent,84.5
2023,Chichester,Total,Aged 16 to 64,Percent,57.1
2023,Chichester,Total,Aged 16 to 24,Percent,9.7
2023,Chichester,Total,Aged 16 to 17,Percent,2.0
2023,Chichester,Total,Aged 18 to 24,Percent,7.6
2023,Chichester,Total,Aged 18 to 21,Percent,4.7
2023,Chichester,Total,Aged 25 to 49,Percent,26.4
2023,Chichester,Total,Aged 50 to 64,Percent,21.0
2023,Chichester,Total,Aged 65+,Percent,27.4
2023,Chichester,Total,All Ages,Percent,100.0
2023,Chichester,Total,Age 0 - 4,Percent,4.3
2023,Chichester,Total,Age 0,Percent,0.8
2023,Chichester,Total,Age 1,Percent,0.8
2023,Chichester,Total,Age 2,Percent,0.9
2023,Chichester,Total,Age 3,Percent,0.9
2023,Chichester,Total,Age 4,Percent,0.9
2023,Chichester,Total,Aged 5-9,Percent,4.8
2023,Chichester,Total,Age 5,Percent,0.9
2023,Chichester,Total,Age 6,Percent,0.9
2023,Chichester,Total,Age 7,Percent,0.9
2023,Chichester,Total,Age 8,Percent,1.1
2023,Chichester,Total,Age 9,Percent,1.0
2023,Chichester,Total,Aged 10-14,Percent,5.3
2023,Chichester,Total,Age 10,Percent,1.0
2023,Chichester,Total,Age 11,Percent,1.1
2023,Chichester,Total,Age 12,Percent,1.1
2023,Chichester,Total,Age 13,Percent,1.0
2023,Chichester,Total,Age 14,Percent,1.0
2023,Chichester,Total,Aged 15-19,Percent,5.5
2023,Chichester,Total,Age 15,Percent,1.0
2023,Chichester,Total,Age 16,Percent,1.0
2023,Chichester,Total,Age 17,Percent,1.0
2023,Chichester,Total,Age 18,Percent,1.1
2023,Chichester,Total,Age 19,Percent,1.3
2023,Chichester,Total,Aged 20-24,Percent,5.3
2023,Chichester,Total,Age 20,Percent,1.3
2023,Chichester,Total,Age 21,Percent,1.1
2023,Chichester,Total,Age 22,Percent,1.0
2023,Chichester,Total,Age 23,Percent,0.9
2023,Chichester,Total,Age 24,Percent,1.0
2023,Chichester,Total,Aged 25-29,Percent,4.8
2023,Chichester,Total,Age 25,Percent,1.0
2023,Chichester,Total,Age 26,Percent,0.9
2023,Chichester,Total,Age 27,Percent,0.9
2023,Chichester,Total,Age 28,Percent,1.0
2023,Chichester,Total,Age 29,Percent,1.0
2023,Chichester,Total,Aged 30-34,Percent,5.3
2023,Chichester,Total,Age 30,Percent,1.0
2023,Chichester,Total,Age 31,Percent,1.0
2023,Chichester,Total,Age 32,Percent,1.1
2023,Chichester,Total,Age 33,Percent,1.1
2023,Chichester,Total,Age 34,Percent,1.1
2023,Chichester,Total,Aged 35-39,Percent,5.4
2023,Chichester,Total,Age 35,Percent,1.2
2023,Chichester,Total,Age 36,Percent,1.0
2023,Chichester,Total,Age 37,Percent,1.0
2023,Chichester,Total,Age 38,Percent,1.1
2023,Chichester,Total,Age 39,Percent,1.0
2023,Chichester,Total,Aged 40-44,Percent,5.4
2023,Chichester,Total,Age 40,Percent,1.1
2023,Chichester,Total,Age 41,Percent,1.1
2023,Chichester,Total,Age 42,Percent,1.1
2023,Chichester,Total,Age 43,Percent,1.1
2023,Chichester,Total,Age 44,Percent,1.1
2023,Chichester,Total,Aged 45-49,Percent,5.4
2023,Chichester,Total,Age 45,Percent,1.1
2023,Chichester,Total,Age 46,Percent,1.0
2023,Chichester,Total,Age 47,Percent,1.1
2023,Chichester,Total,Age 48,Percent,1.1
2023,Chichester,Total,Age 49,Percent,1.2
2023,Chichester,Total,Aged 50-54,Percent,6.4
2023,Chichester,Total,Age 50,Percent,1.2
2023,Chichester,Total,Age 51,Percent,1.3
2023,Chichester,Total,Age 52,Percent,1.3
2023,Chichester,Total,Age 53,Percent,1.2
2023,Chichester,Total,Age 54,Percent,1.3
2023,Chichester,Total,Aged 55-59,Percent,7.3
2023,Chichester,Total,Age 55,Percent,1.4
2023,Chichester,Total,Age 56,Percent,1.4
2023,Chichester,Total,Age 57,Percent,1.5
2023,Chichester,Total,Age 58,Percent,1.5
2023,Chichester,Total,Age 59,Percent,1.5
2023,Chichester,Total,Aged 60-64,Percent,7.4
2023,Chichester,Total,Age 60,Percent,1.6
2023,Chichester,Total,Age 61,Percent,1.5
2023,Chichester,Total,Age 62,Percent,1.4
2023,Chichester,Total,Age 63,Percent,1.5
2023,Chichester,Total,Age 64,Percent,1.4
2023,Chichester,Total,Aged 65-69,Percent,6.7
2023,Chichester,Total,Age 65,Percent,1.4
2023,Chichester,Total,Age 66,Percent,1.3
2023,Chichester,Total,Age 67,Percent,1.3
2023,Chichester,Total,Age 68,Percent,1.3
2023,Chichester,Total,Age 69,Percent,1.3
2023,Chichester,Total,Aged 70-74,Percent,6.2
2023,Chichester,Total,Age 70,Percent,1.3
2023,Chichester,Total,Age 71,Percent,1.1
2023,Chichester,Total,Age 72,Percent,1.2
2023,Chichester,Total,Age 73,Percent,1.2
2023,Chichester,Total,Age 74,Percent,1.3
2023,Chichester,Total,Aged 75-79,Percent,6.3
2023,Chichester,Total,Age 75,Percent,1.3
2023,Chichester,Total,Age 76,Percent,1.5
2023,Chichester,Total,Age 77,Percent,1.2
2023,Chichester,Total,Age 78,Percent,1.1
2023,Chichester,Total,Age 79,Percent,1.1
2023,Chichester,Total,Aged 80-84,Percent,4.1
2023,Chichester,Total,Age 80,Percent,1.0
2023,Chichester,Total,Age 81,Percent,0.9
2023,Chichester,Total,Age 82,Percent,0.7
2023,Chichester,Total,Age 83,Percent,0.8
2023,Chichester,Total,Age 84,Percent,0.7
2023,Chichester,Total,Aged 85+,Percent,4.1
2023,Chichester,Total,Age 85,Percent,0.6
2023,Chichester,Total,Age 86,Percent,0.6
2023,Chichester,Total,Age 87,Percent,0.5
2023,Chichester,Total,Age 88,Percent,0.5
2023,Chichester,Total,Age 89,Percent,0.4
2023,Chichester,Total,Aged 90+,Percent,1.5
2023,Chichester,Male,All Ages,Percent,100.0
2023,Chichester,Male,Aged 0 to 15,Percent,16.5
2023,Chichester,Male,Aged 16+,Percent,83.5
2023,Chichester,Male,Aged 16 to 64,Percent,57.7
2023,Chichester,Male,Aged 16 to 24,Percent,9.9
2023,Chichester,Male,Aged 16 to 17,Percent,2.2
2023,Chichester,Male,Aged 18 to 24,Percent,7.7
2023,Chichester,Male,Aged 18 to 21,Percent,4.5
2023,Chichester,Male,Aged 25 to 49,Percent,26.9
2023,Chichester,Male,Aged 50 to 64,Percent,20.8
2023,Chichester,Male,Aged 65+,Percent,25.8
2023,Chichester,Male,All Ages,Percent,100.0
2023,Chichester,Male,Age 0 - 4,Percent,4.6
2023,Chichester,Male,Age 0,Percent,0.8
2023,Chichester,Male,Age 1,Percent,0.9
2023,Chichester,Male,Age 2,Percent,0.9
2023,Chichester,Male,Age 3,Percent,0.9
2023,Chichester,Male,Age 4,Percent,1.0
2023,Chichester,Male,Aged 5-9,Percent,5.1
2023,Chichester,Male,Age 5,Percent,0.9
2023,Chichester,Male,Age 6,Percent,1.0
2023,Chichester,Male,Age 7,Percent,1.0
2023,Chichester,Male,Age 8,Percent,1.1
2023,Chichester,Male,Age 9,Percent,1.0
2023,Chichester,Male,Aged 10-14,Percent,5.8
2023,Chichester,Male,Age 10,Percent,1.2
2023,Chichester,Male,Age 11,Percent,1.2
2023,Chichester,Male,Age 12,Percent,1.2
2023,Chichester,Male,Age 13,Percent,1.1
2023,Chichester,Male,Age 14,Percent,1.1
2023,Chichester,Male,Aged 15-19,Percent,5.6
2023,Chichester,Male,Age 15,Percent,1.1
2023,Chichester,Male,Age 16,Percent,1.1
2023,Chichester,Male,Age 17,Percent,1.1
2023,Chichester,Male,Age 18,Percent,1.0
2023,Chichester,Male,Age 19,Percent,1.3
2023,Chichester,Male,Aged 20-24,Percent,5.4
2023,Chichester,Male,Age 20,Percent,1.2
2023,Chichester,Male,Age 21,Percent,1.0
2023,Chichester,Male,Age 22,Percent,1.1
2023,Chichester,Male,Age 23,Percent,1.1
2023,Chichester,Male,Age 24,Percent,1.0
2023,Chichester,Male,Aged 25-29,Percent,5.1
2023,Chichester,Male,Age 25,Percent,1.0
2023,Chichester,Male,Age 26,Percent,0.9
2023,Chichester,Male,Age 27,Percent,1.0
2023,Chichester,Male,Age 28,Percent,1.1
2023,Chichester,Male,Age 29,Percent,1.1
2023,Chichester,Male,Aged 30-34,Percent,5.3
2023,Chichester,Male,Age 30,Percent,1.1
2023,Chichester,Male,Age 31,Percent,1.1
2023,Chichester,Male,Age 32,Percent,1.1
2023,Chichester,Male,Age 33,Percent,1.0
2023,Chichester,Male,Age 34,Percent,1.1
2023,Chichester,Male,Aged 35-39,Percent,5.6
2023,Chichester,Male,Age 35,Percent,1.3
2023,Chichester,Male,Age 36,Percent,1.0
2023,Chichester,Male,Age 37,Percent,1.1
2023,Chichester,Male,Age 38,Percent,1.2
2023,Chichester,Male,Age 39,Percent,1.0
2023,Chichester,Male,Aged 40-44,Percent,5.4
2023,Chichester,Male,Age 40,Percent,1.2
2023,Chichester,Male,Age 41,Percent,1.0
2023,Chichester,Male,Age 42,Percent,1.1
2023,Chichester,Male,Age 43,Percent,1.1
2023,Chichester,Male,Age 44,Percent,1.1
2023,Chichester,Male,Aged 45-49,Percent,5.5
2023,Chichester,Male,Age 45,Percent,1.1
2023,Chichester,Male,Age 46,Percent,1.0
2023,Chichester,Male,Age 47,Percent,1.1
2023,Chichester,Male,Age 48,Percent,1.0
2023,Chichester,Male,Age 49,Percent,1.2
2023,Chichester,Male,Aged 50-54,Percent,6.4
2023,Chichester,Male,Age 50,Percent,1.2
2023,Chichester,Male,Age 51,Percent,1.3
2023,Chichester,Male,Age 52,Percent,1.3
2023,Chichester,Male,Age 53,Percent,1.3
2023,Chichester,Male,Age 54,Percent,1.4
2023,Chichester,Male,Aged 55-59,Percent,7.1
2023,Chichester,Male,Age 55,Percent,1.3
2023,Chichester,Male,Age 56,Percent,1.4
2023,Chichester,Male,Age 57,Percent,1.4
2023,Chichester,Male,Age 58,Percent,1.5
2023,Chichester,Male,Age 59,Percent,1.5
2023,Chichester,Male,Aged 60-64,Percent,7.3
2023,Chichester,Male,Age 60,Percent,1.6
2023,Chichester,Male,Age 61,Percent,1.5
2023,Chichester,Male,Age 62,Percent,1.4
2023,Chichester,Male,Age 63,Percent,1.4
2023,Chichester,Male,Age 64,Percent,1.4
2023,Chichester,Male,Aged 65-69,Percent,6.6
2023,Chichester,Male,Age 65,Percent,1.4
2023,Chichester,Male,Age 66,Percent,1.3
2023,Chichester,Male,Age 67,Percent,1.3
2023,Chichester,Male,Age 68,Percent,1.3
2023,Chichester,Male,Age 69,Percent,1.3
2023,Chichester,Male,Aged 70-74,Percent,6.1
2023,Chichester,Male,Age 70,Percent,1.3
2023,Chichester,Male,Age 71,Percent,1.2
2023,Chichester,Male,Age 72,Percent,1.2
2023,Chichester,Male,Age 73,Percent,1.1
2023,Chichester,Male,Age 74,Percent,1.3
2023,Chichester,Male,Aged 75-79,Percent,5.9
2023,Chichester,Male,Age 75,Percent,1.3
2023,Chichester,Male,Age 76,Percent,1.5
2023,Chichester,Male,Age 77,Percent,1.1
2023,Chichester,Male,Age 78,Percent,1.0
2023,Chichester,Male,Age 79,Percent,1.1
2023,Chichester,Male,Aged 80-84,Percent,3.9
2023,Chichester,Male,Age 80,Percent,1.0
2023,Chichester,Male,Age 81,Percent,0.9
2023,Chichester,Male,Age 82,Percent,0.7
2023,Chichester,Male,Age 83,Percent,0.7
2023,Chichester,Male,Age 84,Percent,0.6
2023,Chichester,Male,Aged 85+,Percent,3.3
2023,Chichester,Male,Age 85,Percent,0.6
2023,Chichester,Male,Age 86,Percent,0.5
2023,Chichester,Male,Age 87,Percent,0.5
2023,Chichester,Male,Age 88,Percent,0.4
2023,Chichester,Male,Age 89,Percent,0.3
2023,Chichester,Male,Aged 90+,Percent,1.0
2023,Chichester,Female,All Ages,Percent,100.0
2023,Chichester,Female,Aged 0 to 15,Percent,14.5
2023,Chichester,Female,Aged 16+,Percent,85.5
2023,Chichester,Female,Aged 16 to 64,Percent,56.6
2023,Chichester,Female,Aged 16 to 24,Percent,9.5
2023,Chichester,Female,Aged 16 to 17,Percent,1.9
2023,Chichester,Female,Aged 18 to 24,Percent,7.6
2023,Chichester,Female,Aged 18 to 21,Percent,4.8
2023,Chichester,Female,Aged 25 to 49,Percent,25.9
2023,Chichester,Female,Aged 50 to 64,Percent,21.2
2023,Chichester,Female,Aged 65+,Percent,28.9
2023,Chichester,Female,All Ages,Percent,100.0
2023,Chichester,Female,Age 0 - 4,Percent,4.0
2023,Chichester,Female,Age 0,Percent,0.7
2023,Chichester,Female,Age 1,Percent,0.8
2023,Chichester,Female,Age 2,Percent,0.8
2023,Chichester,Female,Age 3,Percent,0.9
2023,Chichester,Female,Age 4,Percent,0.9
2023,Chichester,Female,Aged 5-9,Percent,4.6
2023,Chichester,Female,Age 5,Percent,0.9
2023,Chichester,Female,Age 6,Percent,0.9
2023,Chichester,Female,Age 7,Percent,0.9
2023,Chichester,Female,Age 8,Percent,1.0
2023,Chichester,Female,Age 9,Percent,1.0
2023,Chichester,Female,Aged 10-14,Percent,4.9
2023,Chichester,Female,Age 10,Percent,0.9
2023,Chichester,Female,Age 11,Percent,1.0
2023,Chichester,Female,Age 12,Percent,1.0
2023,Chichester,Female,Age 13,Percent,1.0
2023,Chichester,Female,Age 14,Percent,1.0
2023,Chichester,Female,Aged 15-19,Percent,5.3
2023,Chichester,Female,Age 15,Percent,1.0
2023,Chichester,Female,Age 16,Percent,1.0
2023,Chichester,Female,Age 17,Percent,1.0
2023,Chichester,Female,Age 18,Percent,1.1
2023,Chichester,Female,Age 19,Percent,1.3
2023,Chichester,Female,Aged 20-24,Percent,5.2
2023,Chichester,Female,Age 20,Percent,1.3
2023,Chichester,Female,Age 21,Percent,1.1
2023,Chichester,Female,Age 22,Percent,1.0
2023,Chichester,Female,Age 23,Percent,0.8
2023,Chichester,Female,Age 24,Percent,1.0
2023,Chichester,Female,Aged 25-29,Percent,4.6
2023,Chichester,Female,Age 25,Percent,1.0
2023,Chichester,Female,Age 26,Percent,0.9
2023,Chichester,Female,Age 27,Percent,0.8
2023,Chichester,Female,Age 28,Percent,0.9
2023,Chichester,Female,Age 29,Percent,0.9
2023,Chichester,Female,Aged 30-34,Percent,5.3
2023,Chichester,Female,Age 30,Percent,1.0
2023,Chichester,Female,Age 31,Percent,1.0
2023,Chichester,Female,Age 32,Percent,1.1
2023,Chichester,Female,Age 33,Percent,1.1
2023,Chichester,Female,Age 34,Percent,1.1
2023,Chichester,Female,Aged 35-39,Percent,5.2
2023,Chichester,Female,Age 35,Percent,1.2
2023,Chichester,Female,Age 36,Percent,1.0
2023,Chichester,Female,Age 37,Percent,0.9
2023,Chichester,Female,Age 38,Percent,1.1
2023,Chichester,Female,Age 39,Percent,1.0
2023,Chichester,Female,Aged 40-44,Percent,5.5
2023,Chichester,Female,Age 40,Percent,1.0
2023,Chichester,Female,Age 41,Percent,1.2
2023,Chichester,Female,Age 42,Percent,1.2
2023,Chichester,Female,Age 43,Percent,1.1
2023,Chichester,Female,Age 44,Percent,1.0
2023,Chichester,Female,Aged 45-49,Percent,5.3
2023,Chichester,Female,Age 45,Percent,1.0
2023,Chichester,Female,Age 46,Percent,1.0
2023,Chichester,Female,Age 47,Percent,1.0
2023,Chichester,Female,Age 48,Percent,1.1
2023,Chichester,Female,Age 49,Percent,1.2
2023,Chichester,Female,Aged 50-54,Percent,6.3
2023,Chichester,Female,Age 50,Percent,1.2
2023,Chichester,Female,Age 51,Percent,1.2
2023,Chichester,Female,Age 52,Percent,1.3
2023,Chichester,Female,Age 53,Percent,1.2
2023,Chichester,Female,Age 54,Percent,1.3
2023,Chichester,Female,Aged 55-59,Percent,7.4
2023,Chichester,Female,Age 55,Percent,1.4
2023,Chichester,Female,Age 56,Percent,1.5
2023,Chichester,Female,Age 57,Percent,1.5
2023,Chichester,Female,Age 58,Percent,1.5
2023,Chichester,Female,Age 59,Percent,1.6
2023,Chichester,Female,Aged 60-64,Percent,7.5
2023,Chichester,Female,Age 60,Percent,1.6
2023,Chichester,Female,Age 61,Percent,1.6
2023,Chichester,Female,Age 62,Percent,1.4
2023,Chichester,Female,Age 63,Percent,1.5
2023,Chichester,Female,Age 64,Percent,1.4
2023,Chichester,Female,Aged 65-69,Percent,6.8
2023,Chichester,Female,Age 65,Percent,1.5
2023,Chichester,Female,Age 66,Percent,1.4
2023,Chichester,Female,Age 67,Percent,1.3
2023,Chichester,Female,Age 68,Percent,1.3
2023,Chichester,Female,Age 69,Percent,1.3
2023,Chichester,Female,Aged 70-74,Percent,6.3
2023,Chichester,Female,Age 70,Percent,1.3
2023,Chichester,Female,Age 71,Percent,1.1
2023,Chichester,Female,Age 72,Percent,1.3
2023,Chichester,Female,Age 73,Percent,1.4
2023,Chichester,Female,Age 74,Percent,1.3
2023,Chichester,Female,Aged 75-79,Percent,6.5
2023,Chichester,Female,Age 75,Percent,1.4
2023,Chichester,Female,Age 76,Percent,1.6
2023,Chichester,Female,Age 77,Percent,1.2
2023,Chichester,Female,Age 78,Percent,1.2
2023,Chichester,Female,Age 79,Percent,1.1
2023,Chichester,Female,Aged 80-84,Percent,4.4
2023,Chichester,Female,Age 80,Percent,1.0
2023,Chichester,Female,Age 81,Percent,1.0
2023,Chichester,Female,Age 82,Percent,0.8
2023,Chichester,Female,Age 83,Percent,0.8
2023,Chichester,Female,Age 84,Percent,0.8
2023,Chichester,Female,Aged 85+,Percent,4.9
2023,Chichester,Female,Age 85,Percent,0.7
2023,Chichester,Female,Age 86,Percent,0.6
2023,Chichester,Female,Age 87,Percent,0.5
2023,Chichester,Female,Age 88,Percent,0.5
2023,Chichester,Female,Age 89,Percent,0.5
2023,Chichester,Female,Aged 90+,Percent,2.0
